mp-570997,RuCl3
mp-28620,Zr3SO9
mvc-14464,SnF3
mp-28066,ThBrN
mp-11693,TePt
mp-23313,InBi
mp-28919,Hf3Te2
mp-20050,InP3
mp-20050,InP3
mp-1892,Ba2N
mp-21405,InSe
mvc-9477,SbO2
mp-569578,NbI5
mp-29941,Sc2C
mp-27684,Tl4O3
mp-776922,Rb2O
mp-568301,BiBr3
mp-9254,Al2Te5
mp-570922,MgCl2
mp-580941,AgI
mp-22854,Pr2I5
mp-1863,SiAs
mp-19932,In4Se3
mvc-15980,BiF4
mp-22858,TlI
mp-30500,TiCd
mp-27666,IrCl3
mp-27975,NdBr3
mp-8094,Ba2Hg
mp-978991,TmMg5
mp-2285,Te2Ir
mp-9897,Te3As2
mp-1229,CuF2
mp-971787,VBr2
mp-765921,MnF4
mp-551470,Tl2O
mp-20738,FeSi2
mp-557835,TlF
mp-30428,BaCu
mp-557959,Cr3O8
mp-8094,Ba2Hg
mp-23240,CoCl2
mp-11693,TePt
mp-570197,Bi2Pd
mp-20662,Sn4Pt
mp-985707,CoSn3
mp-863878,VF4
mp-484,Te3As2
mp-2793,AuSe
mp-568746,Bi2Pd
mp-27771,Nb3Br8
mvc-15221,Sb2S5
mp-765923,Mn2F7
mp-1080586,Sn4Ir
mvc-13239,TiF4
mp-570286,BiSe
mp-1100795,ZrCl3
mp-20826,CuTe
mp-20050,InP3
mp-554799,VF4
mp-1067644,PdN
mp-28677,BiS
mp-568128,GaSe
mp-10128,ThGe2
mp-1067644,PdN
mp-510752,CuO
